frame,person_id,x,y,w,h
345,1,613,47,97,97
345,423,84,59,131,131
345,485,167,306,68,68
345,309,537,241,89,89
346,1,613,47,97,97
346,309,537,241,89,89
346,485,167,306,68,68
346,423,84,59,131,131
347,1,613,47,97,97
347,423,84,59,131,131
347,309,537,241,89,89
347,485,167,306,68,68
348,1,613,47,97,97
348,485,167,306,68,68
348,309,537,241,89,89
348,423,84,59,131,131
349,1,613,47,97,97
349,423,84,59,131,131
349,485,167,306,68,68
349,309,537,241,89,89
350,1,613,47,97,97
350,309,537,241,89,89
350,485,167,306,68,68
350,423,84,59,131,131
351,1,613,47,97,97
351,423,84,59,131,131
351,309,537,241,89,89
351,485,167,306,68,68
352,1,613,47,97,97
352,485,167,306,68,68
352,309,537,241,89,89
352,423,84,59,131,131
353,1,613,47,97,97
353,423,84,59,131,131
353,485,167,306,68,68
353,309,537,241,89,89
354,1,613,47,97,97
354,309,537,241,89,89
354,485,167,306,68,68
354,423,84,59,131,131
355,1,613,47,97,97
355,423,84,59,131,131
355,309,537,241,89,89
355,485,167,306,68,68
356,1,613,47,97,97
356,485,167,306,68,68
356,309,537,241,89,89
356,423,84,59,131,131
357,1,613,47,97,97
357,423,84,59,131,131
357,485,167,306,68,68
357,309,537,241,89,89
358,1,613,47,97,97
358,309,537,241,89,89
358,485,167,306,68,68
358,423,84,59,131,131
359,1,613,47,97,97
359,423,84,59,131,131
359,309,537,241,89,89
359,485,167,306,68,68
360,1,613,47,97,97
360,485,167,306,68,68
360,309,537,241,89,89
360,423,84,59,131,131
361,1,613,47,97,97
361,423,84,59,131,131
361,485,167,306,68,68
361,309,537,241,89,89
362,1,613,47,97,97
362,309,537,241,89,89
362,485,167,306,68,68
362,423,84,59,131,131
363,1,613,47,97,97
363,423,84,59,131,131
363,309,537,241,89,89
363,485,167,306,68,68
364,1,613,47,97,97
364,485,167,306,68,68
364,309,537,241,89,89
364,423,84,59,131,131
365,1,613,47,97,97
365,423,84,59,131,131
365,485,167,306,68,68
365,309,537,241,89,89
366,1,613,47,97,97
366,309,537,241,89,89
366,485,167,306,68,68
366,423,84,59,131,131
367,1,570,65,106,106
367,423,84,59,131,131
367,309,537,241,89,89
367,485,167,306,68,68
368,1,578,64,102,102
368,485,167,306,68,68
368,309,537,241,89,89
368,423,84,59,131,131
369,1,585,58,105,105
369,423,84,59,131,131
369,485,167,306,68,68
369,309,537,241,89,89
370,1,592,57,100,100
370,309,537,241,89,89
370,485,167,306,68,68
370,423,84,59,131,131
371,1,598,57,96,96
371,423,84,59,131,131
371,309,537,241,89,89
371,485,167,306,68,68
372,1,602,52,102,102
372,485,167,306,68,68
372,309,537,241,89,89
372,423,84,59,131,131
373,1,613,51,97,97
373,423,84,59,131,131
373,485,167,306,68,68
373,309,537,241,89,89
374,1,617,50,96,96
374,309,537,241,89,89
374,485,167,306,68,68
374,423,84,59,131,131
375,1,618,49,97,97
375,423,84,59,131,131
375,309,537,241,89,89
375,485,167,306,68,68
376,1,621,48,98,98
376,485,167,306,68,68
376,309,537,241,89,89
376,423,84,59,131,131
377,1,626,49,94,94
377,485,167,306,68,68
377,423,84,59,131,131
378,1,628,46,96,96
378,485,167,306,68,68
378,423,84,59,131,131
379,1,629,46,98,98
379,485,167,306,68,68
379,423,84,59,131,131
380,1,630,46,98,98
380,485,167,306,68,68
380,423,84,59,131,131
381,1,631,46,98,98
381,485,167,306,68,68
381,423,84,59,131,131
382,1,632,48,97,97
382,485,167,306,68,68
382,423,84,59,131,131
383,1,631,50,93,93
383,485,167,306,68,68
383,423,84,59,131,131
384,1,625,47,102,102
384,485,167,306,68,68
384,423,84,59,131,131
385,1,621,49,98,98
385,485,167,306,68,68
385,423,84,59,131,131
386,1,621,49,98,98
386,485,167,306,68,68
386,423,84,59,131,131
387,1,621,49,98,98
387,485,167,306,68,68
387,423,84,59,131,131
388,1,621,49,98,98
388,485,167,306,68,68
388,423,84,59,131,131
389,1,621,49,98,98
389,485,167,306,68,68
389,423,84,59,131,131
390,1,621,49,98,98
390,485,167,306,68,68
390,423,84,59,131,131
391,1,621,49,98,98
391,485,167,306,68,68
391,423,84,59,131,131
392,1,621,49,98,98
392,485,167,306,68,68
392,423,84,59,131,131
393,1,621,49,98,98
393,485,167,306,68,68
393,423,84,59,131,131
394,1,621,49,98,98
394,485,167,306,68,68
394,423,84,59,131,131
395,1,621,49,98,98
395,485,167,306,68,68
395,423,84,59,131,131
396,1,621,49,98,98
396,485,167,306,68,68
396,423,84,59,131,131
397,1,621,49,98,98
397,485,167,306,68,68
397,423,84,59,131,131
398,1,621,49,98,98
398,485,167,306,68,68
398,423,84,59,131,131
399,1,621,49,98,98
399,485,167,306,68,68
399,423,84,59,131,131
400,1,621,49,98,98
400,485,167,306,68,68
400,423,84,59,131,131
401,1,621,49,98,98
401,485,167,306,68,68
401,423,84,59,131,131
402,1,621,49,98,98
402,485,167,306,68,68
402,423,84,59,131,131
403,1,621,49,98,98
403,485,167,306,68,68
403,423,84,59,131,131
404,1,621,49,98,98
404,485,167,306,68,68
404,423,84,59,131,131
405,1,608,50,98,98
405,485,167,306,68,68
405,423,84,59,131,131
406,1,611,47,101,101
406,485,167,306,68,68
406,423,84,59,131,131
407,1,616,47,96,96
407,485,167,306,68,68
407,423,84,59,131,131
408,1,621,46,96,96
408,485,167,306,68,68
408,423,84,59,131,131
409,1,620,44,97,97
409,485,167,306,68,68
409,423,84,59,131,131
410,1,622,43,98,98
410,485,167,306,68,68
410,423,84,59,131,131
411,1,621,41,104,104
411,485,167,306,68,68
411,423,84,59,131,131
412,1,620,42,102,102
412,485,167,306,68,68
412,423,84,59,131,131
413,1,622,41,102,102
413,485,167,306,68,68
413,423,84,59,131,131
414,1,622,40,104,104
414,485,167,306,68,68
414,423,84,59,131,131
415,1,622,40,102,102
415,485,167,306,68,68
415,423,84,59,131,131
416,1,624,38,104,104
416,485,167,306,68,68
416,423,84,59,131,131
417,1,623,37,102,102
417,485,167,306,68,68
417,423,84,59,131,131
418,1,625,35,104,104
418,485,167,306,68,68
418,423,84,59,131,131
419,1,626,36,101,101
419,485,167,306,68,68
419,423,84,59,131,131
420,1,623,35,107,107
420,485,167,306,68,68
420,423,84,59,131,131
421,1,625,36,104,104
421,485,167,306,68,68
421,423,84,59,131,131
422,1,626,36,104,104
422,485,167,306,68,68
422,423,123,77,119,119
423,1,626,37,101,101
423,485,167,306,68,68
423,423,126,78,115,115
424,1,626,37,102,102
424,485,167,306,68,68
424,423,127,75,119,119
425,1,626,37,101,101
425,485,167,306,68,68
425,423,132,74,119,119
426,1,625,37,104,104
426,485,167,306,68,68
426,423,133,76,115,115
427,1,625,37,104,104
427,485,167,306,68,68
427,423,134,74,119,119
428,1,623,34,109,109
428,485,167,306,68,68
428,423,132,72,123,123
429,1,623,35,107,107
429,485,167,306,68,68
429,423,133,72,122,122
430,1,622,35,107,107
430,485,167,306,68,68
430,423,136,75,115,115
431,1,622,35,109,109
431,485,167,306,68,68
431,423,136,75,115,115
432,1,622,37,105,105
432,485,167,306,68,68
432,423,136,75,115,115
433,1,620,36,105,105
433,485,167,306,68,68
433,423,136,75,115,115
434,1,620,37,105,105
434,485,167,306,68,68
434,423,139,75,115,115
435,1,622,39,101,101
435,485,167,306,68,68
435,423,139,75,115,115
436,1,620,38,105,105
436,485,167,306,68,68
436,423,139,75,115,115
437,1,619,39,105,105
437,485,167,306,68,68
437,423,139,75,115,115
438,1,620,43,100,100
438,485,167,306,68,68
438,423,139,75,115,115
439,1,620,44,100,100
439,485,167,306,68,68
439,423,139,75,115,115
440,1,620,45,98,98
440,485,167,306,68,68
440,423,139,75,115,115
441,1,621,48,97,97
441,485,167,306,68,68
441,423,139,75,115,115
442,1,619,49,98,98
442,485,167,306,68,68
442,423,139,75,115,115
443,1,620,50,100,100
443,485,167,306,68,68
443,423,139,75,115,115
444,1,620,50,100,100
444,485,167,306,68,68
444,423,139,75,115,115
445,1,619,50,101,101
445,485,167,306,68,68
445,423,139,75,115,115
446,1,619,50,101,101
446,485,167,306,68,68
446,423,139,75,115,115
447,1,619,49,101,101
447,485,167,306,68,68
447,423,139,75,115,115
448,1,619,51,97,97
448,485,167,306,68,68
448,423,139,75,115,115
449,1,619,51,97,97
449,485,167,306,68,68
449,423,139,75,115,115
450,1,617,50,100,100
450,485,167,306,68,68
450,423,139,75,115,115
451,1,617,52,97,97
451,485,167,306,68,68
451,423,139,75,115,115
452,1,617,53,97,97
452,485,167,306,68,68
452,423,139,75,115,115
453,1,610,54,100,100
453,485,167,306,68,68
453,423,139,75,115,115
454,1,607,55,101,101
454,485,167,306,68,68
454,423,139,75,115,115
455,1,602,54,106,106
455,485,167,306,68,68
455,423,139,75,115,115
456,1,602,54,106,106
456,485,167,306,68,68
456,423,139,75,115,115
457,1,602,54,106,106
457,485,167,306,68,68
457,423,139,75,115,115
458,1,602,54,106,106
458,485,167,306,68,68
458,423,139,75,115,115
459,1,602,54,106,106
459,485,167,306,68,68
459,423,139,75,115,115
460,1,602,54,106,106
460,485,167,306,68,68
460,423,139,75,115,115
461,1,602,54,106,106
461,485,167,306,68,68
461,423,139,75,115,115
462,1,602,54,106,106
462,485,167,306,68,68
462,423,139,75,115,115
463,1,602,54,106,106
463,485,167,306,68,68
463,423,139,75,115,115
464,1,602,54,106,106
464,485,167,306,68,68
464,423,139,75,115,115
465,1,602,54,106,106
465,485,167,306,68,68
465,423,139,75,115,115
466,1,602,54,106,106
466,485,167,306,68,68
466,423,139,75,115,115
467,1,602,54,106,106
467,485,167,306,68,68
467,423,139,75,115,115
468,1,602,54,106,106
468,485,167,306,68,68
468,423,139,75,115,115
469,1,602,54,106,106
469,485,167,306,68,68
469,423,139,75,115,115
470,1,602,54,106,106
470,485,167,306,68,68
470,423,139,75,115,115
471,1,602,54,106,106
471,485,167,306,68,68
471,423,139,75,115,115
472,1,602,54,106,106
472,485,167,306,68,68
472,423,139,75,115,115
473,1,602,54,106,106
473,485,167,306,68,68
473,423,139,75,115,115
474,1,602,54,106,106
474,485,167,306,68,68
474,423,139,75,115,115
475,1,602,54,106,106
475,485,167,306,68,68
475,423,139,75,115,115
476,1,602,54,106,106
476,485,167,306,68,68
476,423,139,75,115,115
477,1,602,54,106,106
477,485,167,306,68,68
477,423,139,75,115,115
478,1,602,54,106,106
478,485,167,306,68,68
478,423,139,75,115,115
479,1,602,54,106,106
479,485,167,306,68,68
479,423,139,75,115,115
480,1,602,54,106,106
480,485,167,306,68,68
480,423,139,75,115,115
481,1,602,54,106,106
481,485,167,306,68,68
481,423,139,75,115,115
482,1,602,54,106,106
482,485,167,306,68,68
482,423,139,75,115,115
483,1,602,54,106,106
483,485,167,306,68,68
483,423,139,75,115,115
484,1,602,54,106,106
484,485,167,306,68,68
484,423,139,75,115,115
485,1,602,54,106,106
485,485,167,306,68,68
485,423,139,75,115,115
486,1,602,54,106,106
486,485,167,306,68,68
486,423,139,75,115,115
487,1,602,54,106,106
487,485,167,306,68,68
487,423,139,75,115,115
488,1,602,54,106,106
488,485,167,306,68,68
488,423,139,75,115,115
489,1,602,54,106,106
489,485,167,306,68,68
489,423,139,75,115,115
490,1,602,54,106,106
490,485,167,306,68,68
490,423,139,75,115,115
491,1,602,54,106,106
491,485,167,306,68,68
491,423,139,75,115,115
492,1,602,54,106,106
492,485,167,306,68,68
492,423,139,75,115,115
493,1,602,54,106,106
493,485,167,306,68,68
493,423,139,75,115,115
494,1,602,54,106,106
494,485,167,306,68,68
494,423,139,75,115,115
495,1,602,54,106,106
495,485,167,306,68,68
495,423,139,75,115,115
496,1,602,54,106,106
496,485,167,306,68,68
496,423,139,75,115,115
497,1,602,54,106,106
497,485,167,306,68,68
497,423,139,75,115,115
498,1,602,54,106,106
498,485,167,306,68,68
498,423,139,75,115,115
499,1,602,54,106,106
499,485,167,306,68,68
499,423,139,75,115,115
